input_text,target_text
vi: chắc chắn .,vsl: chắc chắn .
vi: nếu có thể gửi mẫu này trước bốn giờ .,vsl: có thể gửi mẫu này trước bốn giờ .
vi: chúng tôi sẽ cố gắng với ba đô la trong thời gian tới .,vsl: chúng tôi cố gắng với ba đô la trong thời gian tới .
vi: hãy dọn giường .,vsl: dọn giường .
vi: thế còn đi xem phim thì sao ?,vsl: còn đi xem phim sao ?
vi: tôi đã không ngủ được chút nào tối qua .,vsl: tôi ngủ được chút tối qua không
vi: thời tiết mùa hè ở Scotland thế nào ?,vsl: thời tiết mùa hè ở Scotland thế nào ?
vi: cái đó là khi nào ?,vsl: cái đó là khi ?
vi: bạn đã làm gì với chiếc máy nghe nhạc MD mà bạn đã lấy tuần trước ?,vsl: bạn làm với chiếc máy nghe nhạc MD mà bạn lấy tuần trước gì ?
vi: vui lòng đợi một lát .,vsl: vui lòng đợi một lát .
vi: làm thế nào bạn tìm thấy tôi ở Detroit ?,vsl: làm thế nào bạn tìm thấy tôi ở Detroit ?
vi: tôi không mong đợi cuộc gọi bất ngờ từ bạn .,vsl: tôi mong đợi cuộc gọi bất ngờ từ bạn không
vi: chắc chắn .,vsl: chắc chắn .
vi: loại thủ tục ứng dụng nào là cần thiết để kiếm được quốc tịch hoa kỳ ?,vsl: loại thủ tục ứng dụng là cần thiết kiếm được quốc tịch hoa kỳ ?
vi: masako có bộ dạng duyên dáng như vậy .,vsl: masako có bộ dạng duyên dáng như vậy .
vi: bạn vui lòng chỉ cho tôi cách đi đến sân bay rẻ nhất và đắt nhất từ đây ?,vsl: bạn vui lòng cho tôi cách đi đến sân bay rẻ nhất và đắt nhất từ đây ?
vi: bạn vui lòng xem lướt qua bản thảo này .,vsl: bạn vui lòng xem lướt qua bản thảo này .
vi: một .,vsl: một .
vi: thế thì để tôi gợi ý xem bạn kiểm tra số trong danh bạ .,vsl: tôi gợi ý xem bạn kiểm tra số trong danh bạ .
vi: chuyến tàu này đi được bao xa rồi ?,vsl: chuyến tàu này đi được bao xa rồi ?
vi: tôi thực sự thích đi đến đó .,vsl: tôi thực sự thích đi đến đó .
vi: cảm ơn sự quan tâm của bạn .,vsl: cảm ơn sự quan tâm bạn .
vi: bạn đang đùa tôi à ?,vsl: bạn đùa tôi ?
vi: đừng hành động ngây thơ .,vsl: đừng hành động ngây thơ .
vi: sự bất cẩn của bạn gây ra vấn đề này .,vsl: sự bất cẩn bạn gây ra vấn đề này .
"vi: ngay cả khi có tuyết ngày mai , vẫn sẽ có trận đấu bóng bầu dục .",vsl: khi có tuyết ngày mai có trận đấu bóng bầu dục .
vi: Dự án xem ra đơn giản nhưng vấn đề phát triển ở cái khác .,vsl: Dự án xem ra đơn giản nhưng vấn đề phát triển ở cái khác .
vi: bạn vui lòng cởi nút này chứ ?,vsl: bạn vui lòng cởi nút này ?
vi: tôi sẽ đưa bạn đến ngân hàng đầu tiên ngày mai .,vsl: tôi đưa bạn đến ngân hàng đầu tiên ngày mai .
"vi: ồ , của tôi .",vsl: ồ tôi .
vi: có nhiều người lúc nhúc quanh lối ra .,vsl: có nhiều người lúc nhúc quanh lối ra .
vi: Quê hương của tôi đã được đô thị hóa rất nhiều trong hai mươi năm qua và nó bây giờ có vẻ hoàn toàn khác .,vsl: Quê hương tôi đô thị hóa nhiều trong hai mươi năm bây giờ hoàn toàn khác .
vi: Hang động này giống như một tủ lạnh tự nhiên .,vsl: Hang động này giống như một tủ lạnh tự nhiên .
vi: Betty là người hấp dẫn nhưng chỉ hơi kiêu căng một chút .,vsl: Betty hấp dẫn nhưng hơi kiêu căng một chút .
vi: Chúng tôi không có đủ thông tin để tạo thành một kết luận .,vsl: Chúng tôi có đủ thông tin tạo thành một kết luận không
vi: nếu mọi chuyện đều suôn sẻ nó sẽ được thực hiện vào cuối tháng ba tới .,vsl: chuyện đều suôn sẻ nó được thực hiện vào cuối tháng ba tới .
vi: không ở đây nhưng ở bên kia đường .,vsl: ở đây nhưng ở bên kia đường không
vi: chúng ta ở niagara falls .,vsl: chúng ta ở niagara falls .
vi: tôi đánh giá cao lòng tốt của bạn đã đến gặp tôi .,vsl: tôi đánh giá cao lòng tốt bạn đến gặp tôi .
vi: ông shultz vừa đến .,vsl: ông shultz vừa đến .
"vi: Vâng , anh ấy thực sự trông đầy tham vọng .",vsl: Vâng anh thực sự trông đầy tham vọng .
vi: anh ấy là người bạn thân uống rượu của tôi .,vsl: anh là người bạn thân uống rượu tôi .
vi: nó ở cuối hành lang này .,vsl: nó ở cuối hành lang này .
vi: những cầu thang khẩn cấp ở đâu ?,vsl: cầu thang khẩn cấp ở đâu ?
vi: giờ làm thủ tục đã bắt đầu chưa ?,vsl: giờ làm thủ tục bắt đầu chưa ?
vi: tôi biết điều đó nhưng nó hơi khó khăn .,vsl: tôi biết điều đó nhưng nó hơi khó khăn .
vi: bác sĩ của bạn nói về điều gì ?,vsl: bác sĩ bạn nói về điều gì ?
vi: nancy chỉ ra ngoài đi đến bữa tiệc khi tôi gọi điện cho cô ấy .,vsl: nancy ra ngoài đi đến bữa tiệc khi tôi gọi điện cho cô .
vi: nhà hàng nào phục vụ các món ăn địa phương ngon nhất ?,vsl: nhà hàng phục vụ món ăn địa phương ngon nhất ?
vi: chúng ta hãy bắt đầu ngay vào việc sơn tường đi .,vsl: chúng ta bắt đầu vào việc sơn tường đi .
vi: cô ấy đã làm à ?,vsl: cô làm ?
vi: cô ấy chắc hẳn đã luyện tập rất chăm chỉ .,vsl: cô chắc hẳn luyện tập rất chăm chỉ .
vi: tôi e là cuối cùng họ sẽ chia tay .,vsl: tôi e là cuối cùng họ chia tay .
vi: là cô ấy sao ?,vsl: là cô sao ?
vi: tôi không biết điều đó .,vsl: tôi biết điều đó không
vi: tôi đã là một vận động viên softball khi tôi còn là một học sinh trung học .,vsl: tôi là một vận động viên softball khi tôi còn là một học sinh trung học .
"vi: xin lỗi , chỉ tiền tệ địa phương thôi , vui lòng .",vsl: xin lỗi tiền tệ địa phương thôi vui lòng .
vi: Henry Meyer là tên của tôi .,vsl: Henry Meyer là tên tôi .
vi: Tôi phản đối mạnh mẽ ý tưởng của Fred .,vsl: Tôi phản đối mạnh mẽ ý tưởng Fred .
vi: bạn có bất cứ mẫu khác để nộp không ?,vsl: bạn có bất cứ mẫu khác nộp không ?
vi: bạn cảm thấy căn phòng này thế nào ?,vsl: bạn cảm thấy căn phòng này thế nào ?
vi: nó không sao thưa ngài .,vsl: nó sao ngài không
vi: bạn không phải trả bất cứ thứ gì ?,vsl: bạn phải trả bất cứ thứ gì ?
vi: nó rất thoải mái .,vsl: nó rất thoải mái .
vi: sau bữa tối họ chuẩn bị táo cho món tráng miệng của chúng tôi .,vsl: sau bữa tối họ chuẩn bị táo cho món tráng miệng chúng tôi .
vi: nó quá ngon .,vsl: nó quá ngon .
"vi: chúng tôi có hoa quả , kem và bánh pudding .",vsl: chúng tôi có hoa quả kem và bánh pudding .
vi: bạn đã làm khá tốt .,vsl: bạn làm khá tốt .
"vi: Sau đó , bạn đã đặt câu hỏi anh ta để đảm bảo chứ ?",vsl: Sau đó bạn đặt câu hỏi anh ta đảm bảo ?
vi: tôi sẽ đãi bạn vài món ăn nhật điển hình tối nay .,vsl: tôi đãi bạn vài món ăn nhật điển hình tối nay .
vi: rất vui được gặp bạn .,vsl: rất vui được gặp bạn .
vi: Một cơn gió mạnh thổi bảng hiệu của nhà hàng .,vsl: Một cơn gió mạnh thổi bảng hiệu nhà hàng .
vi: thế còn phiên bản mới nhất của cuốn từ điển American College thì sao ?,vsl: còn phiên bản nhất cuốn từ điển American College sao ?
vi: tôi hoàn toàn đồng ý với bạn .,vsl: tôi hoàn toàn đồng ý với bạn .
vi: bạn thích loại sô cô la nào nhất ?,vsl: bạn thích loại sô cô la nhất ?
vi: vui lòng chọn bất cứ cái nào bạn thích .,vsl: vui lòng chọn bất cứ cái bạn thích .
vi: máy ảnh của bạn được sửa vài phút trước .,vsl: máy ảnh bạn được sửa vài phút trước .
vi: tôi thực sự phải đi xem một vở nhạc kịch Broadway ở New York vào mùa thu này .,vsl: tôi thực sự phải đi xem một vở nhạc kịch Broadway ở New York vào mùa thu này .
vi: tôi phải trang điểm lại .,vsl: tôi phải trang điểm .
vi: tôi phải trả bao nhiêu khi tôi hủy bỏ việc đặt trước ở khách sạn ?,vsl: tôi phải trả bao nhiêu khi tôi hủy bỏ việc đặt trước ở khách sạn ?
vi: cuộc họp ưa thích của bạn ở đây .,vsl: cuộc họp ưa thích bạn ở đây .
vi: xin mời vào .,vsl: xin mời vào .
vi: thế thì chúng ta sẽ giết thời gian bằng một tách cà phê nhé ?,vsl: chúng ta giết thời gian bằng một tách cà phê ?
vi: vải này bao lâu rồi ?,vsl: vải này bao lâu rồi ?
vi: tôi muốn được gọi lúc sáu giờ ba mươi sáng mai .,vsl: tôi muốn được gọi lúc sáu giờ ba mươi sáng mai .
vi: tôi hiểu có quá nhiều bài thi hay ở đây .,vsl: tôi hiểu có quá nhiều bài thi hay ở đây .
vi: mặc dù đã có một số thành công .,vsl: mặc dù có một số thành công .
vi: bạn vui lòng xem phía dưới .,vsl: Bạn xem phía dưới
vi: phía trước có con chó.,vsl: phía trước có con chó.
"vi: Thời gian trôi đi , ông ấy càng trở nên nổi tiếng như một kiến trúc sư .",vsl: Thời gian trôi đi ông càng trở nên nổi tiếng như một kiến trúc sư .
vi: dường như không còn cơ hội để chiến thắng nữa .,vsl: dường như còn cơ hội chiến thắng nữa không
vi: xin lỗi thưa ngài .,vsl: xin lỗi ngài .
vi: tôi có thể liên lạc được không ?,vsl: tôi có thể liên lạc được không ?
vi: ai sẽ trực vào chủ nhật tới ?,vsl: trực vào chủ nhật tới ai ?
vi: Tôi đã nướng chiếc bánh táo này chỉ dành cho sinh nhật của bạn .,vsl: Tôi nướng chiếc bánh táo này dành cho sinh nhật bạn .
vi: tôi muốn đăng kí cuộc gọi tìm người đến mike O`neil ở sydney .,vsl: tôi muốn đăng kí cuộc gọi tìm người đến mike O`neil ở sydney .
vi: tôi đánh giá cao lòng hiếu khách của bạn .,vsl: tôi đánh giá cao lòng hiếu khách bạn .
vi: tôi rất vui được gặp bạn .,vsl: tôi rất vui được gặp bạn .
"vi: xin lỗi , nhưng nó muộn hai mươi phút .",vsl: xin lỗi nhưng nó muộn hai mươi phút .
vi: xa như Buffalo .,vsl: xa như Buffalo .
vi: ý bạn là với những khuôn mặt tròn và nước da sáng .,vsl: ý bạn là với khuôn mặt tròn và nước da sáng .
vi: Sự tàn phá của thiên nhiên đang xảy ra nhanh chóng .,vsl: Sự tàn phá thiên nhiên xảy ra nhanh chóng .
vi: món ăn nào là truyền thống nhất ở khu vực này ?,vsl: món ăn là truyền thống nhất ở khu vực này ?
vi: tôi vẫn đang sử dụng nó .,vsl: tôi sử dụng nó .
vi: bạn giới thiệu cái nào trong số ba cái kia ?,vsl: bạn giới thiệu cái trong số ba cái kia ?
"vi: chắc chắn , làm ơn .",vsl: chắc chắn làm ơn .
"vi: vâng , tôi lại thi trượt rồi .",vsl: vâng tôi thi trượt rồi .
vi: Tôi chắc chắn gửi thư của bạn ngày hôm qua .,vsl: Tôi chắc chắn gửi thư bạn ngày hôm qua .
vi: Tôi rất vui mừng nhận thấy rất nhiều hình ảnh của các ngôi sao bóng chày gắn lên trên tường trong phòng của anh ấy .,vsl: Tôi vui mừng thấy nhiều hình ảnh ngôi sao bóng chày trên tường phòng anh .
vi: tôi thích ăn cá cho bữa tối nay .,vsl: tôi cá ăn thích tối nay .
vi: Tôi nghe nói cô ấy tham gia một khóa học cách ăn nói hàng tuần .,vsl: Tôi nghe nói cô tham gia một khóa học cách ăn nói hàng tuần .
"vi: đây là người bạn úc của tôi , anh ấy tên là Mike .","vsl: người bạn Úc tôi, anh tên Mike ."
vi: nó chỉ mất khoảng năm phút đi bộ từ nhà của bill đến ga xe điện .,vsl: nó mất khoảng năm phút đi bộ từ nhà bill đến ga xe điện .
"vi: sau khi ở hai tuần ở new york , tài khoản của chúng tôi đã thấp đi .",vsl: sau khi ở hai tuần ở new york tài khoản chúng tôi thấp đi .
"vi: không , tôi đang đợi cơ hội để thăm một cái nguyên thủy ở mỹ .",vsl: tôi đợi cơ hội thăm một cái nguyên thủy ở mỹ không
vi: bạn đã xem trận đấu bóng đá trên ti vi tối qua không ?,vsl: bạn xem trận đấu bóng đá trên ti vi tối qua không ?
vi: để tôi xem .,vsl: tôi xem .
"vi: vâng , tôi có thể cho bạn một phòng có nhà tắm .",vsl: vâng tôi có thể cho bạn một phòng có nhà tắm .
vi: tôi cuối cùng đã qua cơn mệt mỏi sau chuyến bay .,vsl: tôi cuối cùng qua cơn mệt mỏi sau chuyến bay .
vi: Việc xây dựng nhà máy liên doanh mới của chúng tôi ở Sacramento đang diễn ra rất suôn sẻ .,vsl: Việc xây dựng nhà máy liên doanh chúng tôi ở Sacramento diễn ra rất suôn sẻ .
vi: Tuyết rơi làm việc giao thông vận tải thành phố không hoạt động bình thường được .,vsl: Tuyết rơi giao thông vận tải thành phố hoạt động bình thường không .
vi: họ đang ở giữa đoàn tàu .,vsl: họ ở giữa đoàn tàu .
vi: toa xe số sáu và bẩy .,vsl: toa xe số sáu và bẩy .
"vi: Khi tôi định ném bóng , dây giày của tôi đã bị lỏng .",vsl: Khi tôi ném bóng dây giày tôi lỏng .
"vi: kể từ khi đến Boston , tôi đã thăm một bảo tàng sau một cái khác .",vsl: kể từ khi đến Boston tôi thăm một bảo tàng sau một cái khác .
vi: tôi không thể nói công việc nào của anh ấy là tốt nhất .,vsl: tôi không thể nói công việc anh là tốt nhất .
vi: trước tiên vượt qua cơn đau dạ dày đã .,vsl: trước tiên vượt qua cơn đau dạ dày .
vi: hãy cho tôi biết liệu masao đã rời khỏi mê xi cô hay không ?,vsl: cho tôi biết liệu masao rời khỏi mê xi cô hay không ?
"vi: Nó không phải là nhiều , nhưng tốt hơn so với không có gì .",vsl: Nó phải là nhiều nhưng tốt hơn so với có gì
vi: tôi đồng ý với bạn .,vsl: tôi đồng ý với bạn .
vi: tôi chắc chắn sẽ làm .,vsl: tôi chắc chắn làm .
vi: Tôi không thể tìm thấy tiếng Anh phù hợp với từ tiếng Nhật này .,vsl: Tôi không thể tìm thấy tiếng Anh phù hợp với từ tiếng Nhật này .
vi: tôi đã cố gắng nhưng không thể liên lạc được .,vsl: tôi cố gắng nhưng không thể liên lạc được .
"vi: xin chào , giám đốc , làm ơn .",vsl: xin chào giám đốc làm ơn .
vi: bạn vui lòng chuyển cho tôi lọ muối không ?,vsl: bạn vui lòng chuyển cho tôi lọ muối không ?
vi: tôi không thể ngủ mà không đặt báo thức .,vsl: tôi không thể ngủ mà đặt báo thức không
"vi: Trên đường trở về từ Frankfurt , chúng tôi dừng lại hơn một tiếng ở Karachi để tiếp nhiên liệu .",vsl: Trên đường trở về từ Frankfurt chúng tôi dừng hơn một tiếng ở Karachi tiếp nhiên liệu .
vi: Bạn nên học về lịch sử .,vsl: Bạn nên lịch sử học .
vi: bạn sẽ đi học chứ ?,vsl: bạn đi học ?
vi: tôi hầu như không thể đợi .,vsl: tôi đợi không .
vi: thế thì máy bay sẽ đến Sân bay Quốc tế San Francisco trong hai tiếng nữa .,vsl: máy bay đến Sân bay Quốc tế San Francisco trong hai tiếng nữa .
vi: chúng ta hãy bật đèn lối vào vì george sẽ đến khoảng bẩy giờ tối nay .,vsl: chúng ta bật đèn lối vào george đến khoảng bẩy giờ tối nay .
"vi: denis , đừng có ngắt lời trong khi cha mẹ bạn đang nói .",vsl: denis đừng có ngắt lời trong khi cha mẹ bạn nói .
vi: nghe thật tuyệt .,vsl: nghe thật tuyệt .
vi: chủ của bạn là đàn ông phải không ?,vsl: chủ bạn là đàn ông phải không ?
"vi: chắc chắn , tôi sẽ làm .",vsl: chắc chắn tôi làm .
vi: Tôi đăng ký vào hai tạp chí New York .,vsl: Tôi đăng ký vào hai tạp chí New York .
vi: chúng ta sẽ làm nó nếu là bẩy giờ ba mươi .,vsl: chúng ta làm nó là bẩy giờ ba mươi .
vi: điều đó đúng chứ ?,vsl: điều đó đúng ?
vi: Tôi ước mình có thể chụp ảnh toàn cảnh từ đây .,vsl: Tôi ước mình có thể chụp ảnh toàn cảnh từ đây .
"vi: chắc chắn , không vấn đề .",vsl: chắc chắn vấn đề không
vi: sẽ mất bao lâu đi từ khách sạn này đến sân bay ?,vsl: mất bao lâu đi từ khách sạn này đến sân bay ?
vi: chúng tôi mong đợi có bạn với chúng tôi lần nữa .,vsl: chúng tôi mong đợi có bạn với chúng tôi lần nữa .
vi: đây là chuyến thăm thứ năm của tôi đến new york .,vsl: đây là chuyến thăm thứ năm tôi đến new york .
vi: Tôi đã bị khiển trách nặng nề khi mắc một lỗi tính toán bất cẩn như thế .,vsl: Tôi khiển trách nặng nề khi mắc một lỗi tính toán bất cẩn như thế .
vi: vui lòng cho tôi biết tên bạn được không ?,vsl: vui lòng cho tôi biết tên bạn được không ?
"vi: tôi xin lỗi , nhưng tôi không có tiền vào lúc này .",vsl: tôi xin lỗi nhưng tôi có tiền vào lúc này không .
vi: Tôi bị đau đầu .,vsl: Tôi bị đau đầu .
vi: thậm chí không phải chuột và quạ sao ?,vsl: chuột và quạ sao không ?
vi: tôi có thể là quần của tôi không ?,vsl: tôi có thể là quần tôi không ?
vi: những ngày này thỉnh thoảng tim tôi lại hơi bị đau .,vsl: ngày này thỉnh thoảng tim tôi hơi đau .
vi: tốt hơn bạn nên bán đồ nội thất của bạn ở đây và mua một số công cụ mới ở Chicago .,vsl: tốt hơn bạn nên bán đồ nội thất bạn ở đây và mua một số công cụ ở Chicago .
vi: anh ấy có vẻ rất thích đọc sách lịch sử .,vsl: anh có vẻ rất thích đọc sách lịch sử .
vi: Tôi có thể kiểm tra bưu kiện này không ?,vsl: Tôi có thể kiểm tra bưu kiện này không ?
vi: tôi cảm thấy về chuyện đó đều giống nhau .,vsl: tôi cảm thấy về chuyện đó đều giống nhau .
vi: Tôi có thể hỏi bạn thời gian đến chính xác của chuyến bay JAL số hai từ Tokyo không ?,vsl: Tôi có thể hỏi bạn thời gian đến chính xác chuyến bay JAL số hai từ Tokyo không ?
vi: tác phẩm nào của rebrandt mà bạn thích nhất ?,vsl: tác phẩm rebrandt mà bạn thích nhất ?
vi: Tôi đã rất bối rối như thế nào để trả lời một câu hỏi cá nhân bất ngờ như vậy .,vsl: Tôi rất bối rối như thế nào trả lời một câu hỏi cá nhân bất ngờ như vậy .
vi: nó đã hai năm nhưng bạn chẳng thay đổi gì .,vsl: nó hai năm nhưng bạn chẳng thay đổi gì
vi: bạn vui lòng làm theo mẫu này và kí chữ kí cho phù hợp .,vsl: bạn vui lòng làm theo mẫu này và kí chữ kí cho phù hợp .
vi: Sinh viên Mỹ thực sự làm việc rất chăm chỉ các công việc bán thời gian trong kỳ nghỉ hè .,vsl: Sinh viên Mỹ thực sự làm việc rất chăm chỉ công việc bán thời gian trong kỳ nghỉ hè .
vi: có thể cho tôi cốc nước không ?,vsl: có thể cho tôi cốc nước không ?
vi: bạn nên cẩn thận khi bạn nói chuyện với ông ấy .,vsl: bạn nên cẩn thận khi bạn nói chuyện với ông ấy .
vi: đưa con trai nhỏ của bob sớm trở nên giỏi gấp máy bay giấy .,vsl: đưa con trai nhỏ bob sớm trở nên giỏi gấp máy bay giấy .
"vi: bởi vì nó là thủ đô của mỹ , ngay chính thành phố này cũng có vẻ nghiêm trang .",vsl: bởi vì nó là thủ đô mỹ chính thành phố này cũng có vẻ nghiêm trang .
vi: nó ở phía bên này của mái nhà màu đỏ đó .,vsl: nó ở phía bên này mái nhà màu đỏ đó .
vi: bạn phải kiểm tra lại động cơ xe trước khi bạn lái xe trên đường cao tốc .,vsl: bạn phải kiểm tra động cơ xe trước khi bạn lái xe trên đường cao tốc .
"vi: harvey , bạn nên bắt đầu làm bài tập về nhà của bạn ngay lập tức .",vsl: harvey bạn nên bắt đầu làm bài tập về nhà bạn ngay lập tức .
"vi: ồ , thật tuyệt .",vsl: ồ thật tuyệt .
vi: George đầu tư tất cả tiền bạc của mình trong một công ty mới .,vsl: George đầu tư tất cả tiền bạc mình trong một công ty .
vi: cảm ơn bạn rất nhiều .,vsl: cảm ơn bạn rất nhiều .
vi: tôi thậm chí còn làm phiền bạn hơn nữa khi tôi đọc xong báo cáo .,vsl: tôi thậm chí còn làm phiền bạn hơn nữa khi tôi đọc xong báo cáo .
vi: tất cả chúng ta đều hoàn toàn kiệt sức .,vsl: tất cả chúng ta kiệt sức .
vi: nó đến từ đâu ?,vsl: nó đến từ đâu ?
vi: Phong cảnh ở miền quê dường như mê hoặc Jane .,vsl: Phong cảnh ở miền quê dường như mê hoặc Jane .
vi: Cô ấy đã ở nơi đó hơn mười năm .,vsl: Cô ở nơi đó hơn mười năm .
vi: tôi không thể nghe bạn .,vsl: tôi không thể nghe bạn .
vi: bạn vui lòng nói to hơn một chút được không ?,vsl: bạn vui lòng nói to hơn một chút được không ?
vi: nó mất khoảng bốn mươi phút đi taxi .,vsl: nó mất khoảng bốn mươi phút đi taxi .
vi: mọi người đều thông cảm với nỗi bất hạnh của anh ấy .,vsl: người đều thông cảm với nỗi bất hạnh anh .
"vi: B và B có nghĩa là "" chỗ ngủ qua đêm và phục vụ ăn sáng "" .",vsl: B và B có nghĩa là chỗ ngủ qua đêm và phục vụ ăn sáng .
vi: nó là chắc chắn .,vsl: nó là chắc chắn .
vi: Chúng tôi đã xuất khẩu hơn sáu mươi phần trăm tổng số cây trồng đến Nhật Bản .,vsl: Chúng tôi xuất khẩu hơn sáu mươi phần trăm tổng số cây trồng đến Nhật Bản .
vi: vui lòng nói chuyện với hướng dẫn khách .,vsl: vui lòng nói chuyện với hướng dẫn khách .
vi: khách sạn bạn ở sẽ gần hơn nếu bạn xuống xe ở một điểm dừng trước trung tâm grand central .,vsl: khách sạn bạn ở gần hơn bạn xuống xe ở một điểm dừng trước trung tâm grand central .
vi: nhà vệ sinh ở đâu ?,vsl: nhà vệ sinh ở đâu ?
vi: bạn sẽ rời khỏi đây khi nào ?,vsl: bạn rời khỏi đây khi ?
vi: một chai nước hoa tốt nào để tặng cho một quý bà ở tuổi ba mươi ?,vsl: một chai nước hoa tốt tặng cho một quý bà ở tuổi ba mươi ?
vi: vui lòng hỏi tôi bất cứ điều gì tôi có thể giúp bạn .,vsl: vui lòng hỏi tôi bất cứ điều tôi có thể giúp bạn gì
"vi: vâng , chúng ta có mối quan hệ thân thiết khoảng miời năm .",vsl: vâng chúng ta có mối quan hệ thân thiết khoảng miời năm .
"vi: nó khá là phiền phức phải nghe những âm thanh "" bíp "" , "" bíp "" , trong phòng hòa nhạc .",vsl: nó khá là phiền phức phải nghe âm thanh bíp bíp trong phòng hòa nhạc .
"vi: nếu bạn có thể gọi cho tôi , càng nhiều càng tốt .",vsl: bạn có thể gọi cho tôi càng nhiều càng tốt .
vi: nội dung của buổi thảo luận rất khêu gợi .,vsl: nội dung buổi thảo luận rất khêu gợi .
vi: chúng ta đã gặp nhau lần cuối cùng khi nào ?,vsl: chúng ta gặp nhau lần cuối cùng khi ?
vi: bạn có dùng tiền yên nhật không ?,vsl: bạn có dùng tiền yên nhật không ?
vi: tôi thường đi đến siêu thị trung tâm thành phố .,vsl: tôi thường đi đến siêu thị trung tâm thành phố .
vi: đó là một trăm năm đô la bao gồm cả bữa sáng .,vsl: đó là một trăm năm đô la bao gồm bữa sáng .
vi: thực tế tôi có hai buồng ngủ .,vsl: thực tế tôi có hai buồng ngủ .
vi: tôi thực sự không thích người mà thúc đẩy vào việc của người khác .,vsl: tôi thực sự thích người mà thúc đẩy vào việc người khác không
vi: nó có vẻ tôi đã mất ví trên đường .,vsl: nó có vẻ tôi mất ví trên đường .
vi: vui lòng viết cho tôi việc bạn đang làm khi bạn đến mỹ .,vsl: vui lòng viết cho tôi việc bạn làm khi bạn đến mỹ .
vi: Bạn có ý chí cần thiết để tiếp tục học tiếng Nhật không ?,vsl: Bạn có ý chí cần thiết tiếp tục học tiếng Nhật không ?
vi: tôi có thể nói chuyện với bạn sau không ?,vsl: tôi có thể nói chuyện với bạn sau không ?
"vi: vâng , bằng cách nào tôi sẽ sống sót .",vsl: vâng bằng cách tôi sống sót .
"vi: không , tôi rất nghiêm túc .",vsl: tôi rất nghiêm túc không
vi: Của bạn đây !,vsl: bạn đây .
vi: tôi chưa được trang bị đủ thông tin .,vsl: tôi chưa được trang bị đủ thông tin .
vi: họ đã tính phí cho chúng tôi sáu đồng bảng anh để xem lâu đài .,vsl: họ tính phí cho chúng tôi sáu đồng bảng anh xem lâu đài .
vi: có mười sáu chín mét .,vsl: có mười sáu chín mét .
"vi: vâng , cái nhỏ đang ngọ nguậy .",vsl: vâng cái nhỏ ngọ nguậy .
vi: tôi cảm thấy tiếc cho ông yokokawa .,vsl: tôi cảm thấy tiếc cho ông yokokawa .
vi: chắc chắn thưa ngài .,vsl: chắc chắn ngài .
vi: cho khoảng bao nhiêu người ?,vsl: cho khoảng bao nhiêu người ?
vi: con gái bạn lên kế hoạch làm gì sau khi tốt nghiệp cao đẳng ?,vsl: con gái bạn lên kế hoạch làm sau khi tốt nghiệp cao đẳng gì ?
vi: tôi muốn nói chuyện với một người bạn ở detroit .,vsl: tôi muốn nói chuyện với một người bạn ở detroit .
vi: tôi có thể sử dụng điện thoại không ?,vsl: tôi có thể sử dụng điện thoại không ?
"vi: nếu cô ấy quyết định ở lại , cô ấy sẽ ở thêm vài năm nữa .",vsl: cô quyết định ở cô ở thêm vài năm nữa .
vi: tỉ giá hối đoái hôm nay là gì ?,vsl: tỉ giá hối đoái hôm nay là gì ?
vi: Bạn có biết ai đó có thể phiên dịch tiếng Anh sang tiếng Bồ Đào Nha không ?,vsl: Bạn có biết đó có thể phiên dịch tiếng Anh sang tiếng Bồ Đào Nha không ?
vi: tôi không thể rời khỏi san francisco mà không đi thăm quan khu phố tàu lần nữa .,vsl: tôi không thể rời khỏi san francisco mà đi thăm quan khu phố tàu lần nữa không
vi: đôi giầy này rất phù hợp .,vsl: đôi giầy này rất phù hợp .
vi: bạn có nghĩ vậy không ?,vsl: bạn có nghĩ không ?
vi: có thể cho tôi mượn cuốn từ điển của bạn không ?,vsl: có thể cho tôi mượn cuốn từ điển bạn không ?
vi: vui lòng cho tôi gọi một cuộc gọi người nhận trả tiền đến tokyo .,vsl: vui lòng cho tôi gọi một cuộc gọi người nhận trả tiền đến tokyo .
vi: tôi không có thời gian .,vsl: tôi có thời gian không
vi: chúng tôi phải đợi ở đây mấy tiếng nữa ?,vsl: chúng tôi phải đợi ở đây tiếng nữa mấy ?
vi: Bạn không nghĩ rằng cô ấy thiếu ý thức sao ?,vsl: Bạn nghĩ rằng cô thiếu ý thức sao không ?
vi: cảm ơn bạn rất nhiều vì đã xem bản thảo tiếng Anh của tôi .,vsl: cảm ơn bạn rất nhiều xem bản thảo tiếng Anh tôi .
vi: tôi thực sự rất biết ơn lời khuyên hữu ích của bạn đã cho tôi hôm đó .,vsl: tôi thực sự rất biết ơn lời khuyên hữu ích bạn cho tôi hôm đó .
vi: jack nói tiếng nhật tốt cho một người úc .,vsl: jack nói tiếng nhật tốt cho một người úc .
"vi: này , tôi đã mua cho bạn đồ nữ trang cực kì đắt .",vsl: này tôi mua cho bạn đồ nữ trang cực kì đắt .
"vi: tài xế , đây là hai mươi đô la .",vsl: tài xế đây là hai mươi đô la .
vi: hãy giữ lấy tiền thừa .,vsl: giữ lấy tiền thừa .
vi: chắc chắn thưa ngài .,vsl: chắc chắn ngài .
"vi: bạn biết đấy , Tôi không thể làm một trò cười của bản thân mình trước mặt bạn gái của tôi .",vsl: bạn biết đấy Tôi không thể làm một trò cười bản thân mình trước mặt bạn gái tôi .
